id,statement,label,speaker,party_affiliation,subject,context,pants_on_fire_counts,false_counts,barely_true_counts,half_true_counts,mostly_true_counts,label_id
10700.json,"Says Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.",pants-fire,facebook-posts,none,"candidates-biography,gays-and-lesbians,marriage,religion",an online meme,36,18,14,15,11,0
7792.json,Ken Lanci is a lifelong Clevelander,half-true,ken-lanci,independent,candidates-biography,"news release, website",0,0,0,1,0,3
3791.json,Unions dont have to comply with Obamacare.,pants-fire,crossroads-gps,republican,"health-care,unions",a Web ad,2,1,9,4,1,0
7343.json,"Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote.",half-true,chris-christie,republican,"natural-disasters,weather",an interview on the “Late Show with David Letterman”,8,17,10,27,19,3
9682.json,97 percent of the 100 poorest counties in America are in red states.,mostly-true,facebook-posts,none,"county-government,poverty",a meme on social media,36,18,14,15,11,4
7234.json,Obamacare includes a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions.,barely-true,jim-renacci,republican,"health-care,market-regulation",a newspaper column,1,3,5,4,1,2
7874.json,New Jerseys once-broken pension system is now solvent.,half-true,13th-district-gop-slate,republican,"pensions,state-finances",A primary election campaign mailer,0,0,0,1,0,3
10114.json,"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.",pants-fire,chain-email,none,health-care,a chain email,105,43,11,8,5,0
5275.json,"Sheldon Whitehouses failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful...",half-true,barry-hinckley,republican,"deficit,federal-budget,voting-record",a YouTube video,2,4,0,1,2,3
3613.json,[Appalachian Power] wants another 10 percent rate increase. The compensation package for CEO Mike Morris rose 22 percent to $8.7 million in 2010.,true,ward-armstrong,democrat,market-regulation,a Twitter post.,1,3,0,0,0,5
11574.json,"500,000 U.S. troops came home from Iraq and Afghanistan with PTSD and traumatic brain injury.",mostly-true,bernie-s,independent,"foreign-policy,veterans",comments at the Iowa Democratic debate,0,12,18,22,41,4
8291.json,"Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month",barely-true,political-line,none,"federal-budget,jobs",a Twitter post,0,0,1,0,0,2
3379.json,Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair.,pants-fire,mike-huebsch,republican,"labor,state-budget",a statement made by a staffer during a court hearing.,1,1,0,0,0,0
11658.json,"A Muslim immigrant in Michigan can list his second, third or fourth wives as extended family and qualify for welfare.",barely-true,chain-email,none,"immigration,income,islam,welfare",In a viral YouTube video,105,43,11,8,5,2
3656.json,Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.,pants-fire,leo-berman,republican,obama-birth-certificate,a Texas Tribune article,1,2,0,0,0,0
11459.json,CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton.,pants-fire,viral-image,none,polls,an image on the Internet,15,5,5,0,3,0
